356.0,712.0,121.25,242.5,278.15,347.5
145.5,33.6,-100.3,-3.1416,0.0,-3.1416,23.0,9.6,31.0,199,Part
277.5,2.4,18.2,0.0,0.0,0.0,75.0,2.4,16.0,199,Part
272.5,5.4,-96.3,0.0,0.0,0.0,137.0,3.6,165.0,199,Part
274.0,2.4,0.7,0.0,0.0,0.0,138.0,2.4,19.0,199,Part
169.0,5.4,-97.8,0.0,0.0,0.0,70.0,3.6,126.0,199,Part
146.5,18.0,-101.8,-3.1416,0.0,-3.1416,45.0,21.6,48.0,199,Part
122.0,5.4,-100.3,0.0,0.0,0.0,24.0,3.6,73.0,199,Part
276.5,5.4,-5.3,0.0,1.5708,0.0,17.0,3.6,113.0,199,Part
278.0,5.4,11.7,0.0,1.5708,0.0,17.0,3.6,64.0,199,Part
273.0,18.0,-13.8,-3.1416,0.0,-3.1416,82.0,21.6,12.0,199,Part
247.0,2.4,-17.8,0.0,0.0,0.0,212.0,2.4,18.0,199,Part
245.0,2.4,-86.8,0.0,0.0,0.0,240.0,2.4,120.0,199,Part
211.5,49.2,-90.3,0.0,1.5708,0.0,93.0,21.6,55.0,199,Part
291.5,49.2,-97.8,0.0,0.0,0.0,35.0,21.6,82.0,199,Part
236.0,33.6,-91.3,-3.1416,0.0,-3.1416,158.0,9.6,83.0,199,Part
175.5,49.2,-91.8,0.0,1.5708,0.0,52.0,21.6,17.0,199,Part
256.5,49.2,-97.8,0.0,0.0,0.0,35.0,21.6,124.0,199,Part
305.5,23.4,-55.8,-3.1416,0.0,-3.1416,29.0,10.8,10.0,199,Part
186.0,18.0,-140.3,0.0,1.5708,0.0,29.0,21.6,70.0,199,Part
275.5,0.6,-90.3,-3.1416,0.0,-3.1416,179.0,1.2,221.0,199,Part
305.5,18.0,-35.3,0.0,0.0,0.0,29.0,21.6,31.0,199,Part
308.5,18.0,-114.3,0.0,0.0,0.0,35.0,21.6,107.0,199,Part
243.0,33.6,-141.3,0.0,-1.5708,0.0,17.0,9.6,144.0,199,Part
321.5,49.2,-119.3,0.0,0.0,0.0,25.0,21.6,29.0,199,Part
329.0,33.6,-119.3,0.0,-1.5708,0.0,49.0,9.6,28.0,199,Part
256.0,18.0,-159.3,0.0,1.5708,0.0,29.0,21.6,70.0,199,Part
240.5,2.4,-160.8,0.0,0.0,0.0,249.0,2.4,28.0,199,Part
340.5,18.0,-121.8,0.0,0.0,0.0,29.0,21.6,70.0,199,Part
256.5,33.6,-159.3,0.0,0.0,0.0,49.0,9.6,19.0,199,Part
354.5,5.4,-116.3,0.0,0.0,0.0,27.0,3.6,99.0,199,Part
372.0,0.6,-43.8,-3.1416,0.0,-3.1416,14.0,1.2,76.0,199,Part
275.0,2.4,-181.8,0.0,0.0,0.0,162.0,2.4,14.0,199,Part
375.0,2.4,-115.3,0.0,1.5708,0.0,119.0,2.4,20.0,199,Part
390.0,0.6,-133.8,0.0,-1.5708,0.0,104.0,1.2,50.0,199,Part
266.5,0.6,-208.8,0.0,0.0,0.0,131.0,1.2,16.0,199,Part
389.0,0.6,-57.3,0.0,1.5708,0.0,49.0,1.2,20.0,199,Part
396.0,2.4,-131.3,0.0,1.5708,0.0,67.0,2.4,22.0,199,Part
382.5,5.4,-131.3,0.0,0.0,0.0,29.0,3.6,41.0,199,Part
422.0,0.6,-132.3,0.0,0.0,0.0,14.0,1.2,81.0,199,Part
